tick,executed task,wasted task,communication time,executed time,waiting time,all executed time,leader count,member count,reciprocity leader count,reciprocity member count,message count,overflowed task,rejected task,allocate area 0 member
58700,1132,15,1.324225679793212,3.161634075337213,1.3279107580607976,6.031380301641324,98,402,98,46,16733,0,3,3966
58800,1180,18,1.3019929112152715,3.161761836007539,1.2774865887478215,5.992299463492583,106,394,103,52,17225,0,1,4104
58900,1150,19,1.3212155924014974,3.1593984264489254,1.4282851725326426,6.1179335733595135,105,395,105,70,17254,0,0,4087
59000,1146,26,1.3236152783869315,3.1930229489809148,1.2735622605016186,6.008586504736303,98,402,96,45,16803,0,3,3966
59100,1164,24,1.3400711795881177,3.1528873863601303,1.2448457770580463,5.996378015075669,109,391,108,67,17159,0,3,4044
59200,1199,24,1.3313186254689946,3.1940859511205604,1.5228933400206393,6.237517508166147,107,393,107,62,17970,0,3,4242
59300,1169,21,1.321485386784733,3.1508060024122675,1.3113543984855334,6.013131685051612,107,393,106,62,17101,0,1,4044
59400,1176,21,1.323404423177149,3.0978136393172533,1.2877992016417728,5.940511363062115,99,401,98,49,17088,0,2,4031
59500,1169,20,1.3058150183924124,3.1934454531064858,1.4022633173975292,6.101743330518544,103,397,99,48,16868,0,3,4012
59600,1211,24,1.346414891943301,3.1993953676981084,1.553196675683487,6.318952458672096,113,387,111,67,18647,0,7,4346
59700,1184,16,1.3242317400775803,3.2042203373268605,1.3705659915160902,6.107643821280753,112,388,111,68,17662,0,6,4165
59800,1184,20,1.3363050463443968,3.2318295645173656,1.486432221587591,6.288867052050701,102,398,101,49,17634,0,1,4198
59900,1173,13,1.2936216719582894,3.1321878328165864,1.4583218203678348,6.115072489416203,103,397,102,50,17022,0,4,4057
60000,1181,23,1.3021020914809638,3.2126173899392,1.5649527473392217,6.259510062161517,102,398,101,51,17936,0,7,4237
60100,1207,21,1.3378341755312206,3.222225569693453,1.575028217567439,6.385687504813551,112,388,111,68,17997,0,5,4251
60200,1213,13,1.3245566652984195,3.1599871673691315,1.3700245728185334,6.102624295542222,105,395,104,58,17707,0,2,4245
60300,1213,18,1.3474531490032893,3.1750324810208714,1.5848935932996806,6.346232069500091,104,396,102,52,18088,0,8,4285
60400,1204,16,1.3494455000807783,3.183671866306988,1.341769304057089,6.124876025359881,106,394,103,56,17882,0,0,4207
60500,1200,26,1.345067738596076,3.1966085231773955,1.3814065078408684,6.1657923103075625,109,391,107,60,18069,0,3,4258
60600,1195,8,1.3093285593017547,3.241375400695259,1.599685608242057,6.35581136683486,110,390,110,72,17433,0,6,4204
60700,1225,19,1.3253753096100018,3.221341806959395,1.6429057163651806,6.428064963986184,109,391,108,61,18327,0,5,4317
60800,1176,16,1.319407192561578,3.240573737886084,1.3196851885650025,6.137569540438675,100,400,100,59,17142,0,1,4045
60900,1211,19,1.3078048447734787,3.1716214030441483,1.4145807432253539,6.099964425588232,109,391,107,72,17830,0,2,4257
61000,1118,18,1.3218151964289198,3.2079882759780376,1.1425332536848811,5.870869574907905,103,397,103,57,16451,0,5,3914
