Agent ID,Area ID,x,y,Resource: 1,Resource: 2,Resource: 3,Resouce Average,Leader Evaluation,Member Evaluation,Allocated Subtasks,Refused Subtasks,Member Count,Leader Count
276,0,43,22,2,2,1,1.6666666666666667,0.20805045696213662,0.4569515937996843,5996,14,112424,37577
301,0,3,37,1,4,2,2.3333333333333335,0.16142623560852473,0.5877492065059039,13688,129,139913,10088
14,0,27,39,5,3,5,4.333333333333333,0.20800666402476786,0.780308811547364,23438,430,116102,33899
125,0,2,22,4,4,1,3.0,0.28385566443668,0.06163047639925957,9069,87,99727,50274
84,0,9,35,4,3,2,3.0,0.1658351394926383,0.17132522896820654,20682,336,123771,26230
441,0,48,7,5,2,3,3.3333333333333335,0.17205081282077142,0.3806574667888681,23027,344,137958,12043
252,0,14,30,1,5,5,3.6666666666666665,0.15001251600676363,0.3751920093138061,18785,332,139500,10501
347,0,47,2,1,4,3,2.6666666666666665,0.3018068035147222,0.5576082927522502,15135,164,131152,18849
431,0,20,38,5,4,5,4.666666666666667,0.19027289927488855,0.43976903718588256,42410,954,149724,277
166,0,1,23,3,2,5,3.3333333333333335,0.2480823489712452,0.7565719151138071,20371,260,134547,15454
12,0,41,48,4,5,4,4.333333333333333,0.14420091378550762,0.5425758285390458,29688,373,142937,7064
316,0,1,11,5,2,2,3.0,0.15322416470132094,0.15872128690127102,138,0,50768,99233
264,0,22,31,4,1,3,2.6666666666666665,0.17042511867808025,0.5182106912742744,20625,278,147849,2152
235,0,37,20,5,4,1,3.3333333333333335,0.10409375505715267,0.145323727218445,11137,116,105980,44021
92,0,40,16,2,2,2,2.0,0.29934544147098147,0.10861098801127918,13584,207,126930,23071
270,0,28,26,5,1,5,3.6666666666666665,0.16666762391808446,0.41240212490610384,15215,276,120576,29425
181,0,41,42,1,2,5,2.6666666666666665,0.15532560739495693,0.637325446787607,15915,203,139594,10407
226,0,34,13,4,5,4,4.333333333333333,0.15142067683345212,0.3099843617388285,32485,624,138692,11309
393,0,15,10,3,2,5,3.3333333333333335,0.07375961998787721,0.43232741659057167,27587,468,148062,1939
